Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
2020-036795018-001;31/07/2020 20:20;1;BELO HORIZONTE                ;1;60920;RUA;SANTA MADALENA SOFIA                              ;RUA;MADALENA SOFIA                                    ;815;VILA PARIS                                        ;V ;VILA                          ;0;0
2020-041017850-001;25/08/2020 09:38;1;BELO HORIZONTE                ;2;60960;RUA;MONTE PASCOAL                                     ;RUA;SANTA MARGARIDA                                   ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;0;0
2020-013052483-001;13/03/2020 17:28;1;BELO HORIZONTE                ;2;59094;RUA;DESEMBARGADOR REIS ALVES                          ;RUA;RODOVIARIA                                        ;1490;BAIRRO DAS INDUSTRIAS I                           ;B ;BAIRRO                        ;0;0
2020-006033123-001;04/02/2020 16:53;1;BELO HORIZONTE                ;1;59094;RUA;DESEMBARGADOR REIS ALVES                          ;RUA;RODOVIARIA                                        ;1490;BAIRRO DAS INDUSTRIAS I                           ;B ;BAIRRO                        ;880;0
2020-026414250-001;03/06/2020 15:35;1;BELO HORIZONTE                ;1;59094;RUA;DESEMBARGADOR REIS ALVES                          ;RUA;RODOVIARIA                                        ;1490;BAIRRO DAS INDUSTRIAS I                           ;B ;BAIRRO                        ;318;0
2020-035163123-001;22/07/2020 11:27;1;BELO HORIZONTE                ;2;59094;RUA;DESEMBARGADOR REIS ALVES                          ;RUA;RODOVIARIA                                        ;610;DAS INDUSTRIAS                                    ;B ;BAIRRO                        ;0;0
2020-033539818-001;13/07/2020 09:18;1;BELO HORIZONTE                ;1;59094;RUA;DESEMBARGADOR REIS ALVES                          ;RUA;RODOVIARIA                                        ;1490;BAIRRO DAS INDUSTRIAS I                           ;B ;BAIRRO                        ;402;0
2020-017107810-001;09/04/2020 14:08;1;BELO HORIZONTE                ;1;59094;RUA;DESEMBARGADOR REIS ALVES                          ;RUA;RODOVIARIA                                        ;1138;BAIRRO NOVO DAS INDUSTRIAS                        ;B ;BAIRRO                        ;1104;0
2020-055635074-001;18/11/2020 12:16;1;BELO HORIZONTE                ;1;59094;RUA;DESEMBARGADOR REIS ALVES                          ;RUA;RODOVIARIA                                        ;610;DAS INDUSTRIAS                                    ;B ;BAIRRO                        ;1250;0
2020-026808218-001;05/06/2020 17:07;1;BELO HORIZONTE                ;1;59094;RUA;DESEMBARGADOR REIS ALVES                          ;RUA;RODOVIARIA                                        ;1490;BAIRRO DAS INDUSTRIAS I                           ;B ;BAIRRO                        ;656;0
2020-052804269-001;01/11/2020 18:22;1;BELO HORIZONTE                ;1;59094;RUA;DESEMBARGADOR REIS ALVES                          ;RUA;RODOVIARIA                                        ;1490;BAIRRO DAS INDUSTRIAS I                           ;B ;BAIRRO                        ;880;0
2020-028059423-001;12/06/2020 11:45;1;BELO HORIZONTE                ;1;59100;RUA;GENERAL ZERBINE                                   ;RUA;DOIS                                              ;812;GOIANIA                                           ;B ;BAIRRO                        ;0;0
2020-060849148-001;18/12/2020 21:30;1;BELO HORIZONTE                ;2;300367;AVE;DEPUTADO CRISTOVAM CHIARADIA                      ;AVE;DOIS                                              ;623;BURITIS                                           ;B ;BAIRRO                        ;0;0
2020-010838959-001;01/03/2020 22:06;1;BELO HORIZONTE                ;2;300367;AVE;DEPUTADO CRISTOVAM CHIARADIA                      ;AVE;DOIS                                              ;623;BURITIS                                           ;B ;BAIRRO                        ;0;0
2020-008788029-001;18/02/2020 17:40;1;BELO HORIZONTE                ;1;300367;AVE;DEPUTADO CRISTOVAM CHIARADIA                      ;AVE;DOIS                                              ;623;BURITIS                                           ;B ;BAIRRO                        ;701;0
2020-002795707-001;15/01/2020 11:20;1;BELO HORIZONTE                ;1;300367;AVE;DEPUTADO CRISTOVAM CHIARADIA                      ;AVE;DOIS                                              ;623;BURITIS                                           ;B ;BAIRRO                        ;796;0
2020-044864346-001;08/05/2020 19:54;1;BELO HORIZONTE                ;1;300367;AVE;DEPUTADO CRISTOVAM CHIARADIA                      ;AVE;DOIS                                              ;623;BURITIS                                           ;B ;BAIRRO                        ;120;0
2020-020263649-001;28/04/2020 23:57;1;BELO HORIZONTE                ;1;300367;AVE;DEPUTADO CRISTOVAM CHIARADIA                      ;AVE;DOIS                                              ;623;BURITIS                                           ;B ;BAIRRO                        ;540;0
2020-028881333-001;16/06/2020 20:00;1;BELO HORIZONTE                ;1;300367;AVE;DEPUTADO CRISTOVAM CHIARADIA                      ;AVE;DOIS                                              ;623;BURITIS                                           ;B ;BAIRRO                        ;941;0
2020-039717830-001;17/08/2020 21:43;1;BELO HORIZONTE                ;1;300381;RUA;DONA JOANA DARC                                   ;NI ;N?O INFORMADO                                     ;746;PEDREIRA PRADO LOPES                              ;B ;BAIRRO                        ;155;0
2020-014449586-001;22/03/2020 09:54;1;BELO HORIZONTE                ;1;300266;RUA;TRES                                              ;RUA;QUINHENTOS E UM                                   ;1202;VISTA DO SOL                                      ;V ;VILA                          ;160;0
2020-044919636-001;16/09/2020 17:00;1;BELO HORIZONTE                ;2;300271;RUA;ANIS                                              ;NI ;N?O INFORMADO                                     ;1239;BELMONTE                                          ;B ;BAIRRO                        ;0;0
2020-048404061-001;06/10/2020 15:46;1;BELO HORIZONTE                ;1;300276;RUA;SERRA DO JATOBA                                   ;RUA;N                                                 ;1171;DISTRITO INDUSTRIAL DO JATOBA                     ;B ;BAIRRO                        ;222;0
2020-007114538-001;10/02/2020 15:40;1;BELO HORIZONTE                ;1;300278;RUA;SERRA DO ROLA MOCA                                ;RUA;K                                                 ;1154;CASTANHEIRA                                       ;V ;VILA                          ;441;0
2020-060373552-001;25/10/2020 18:00;1;BELO HORIZONTE                ;1;300279;RUA;CORREGO CAPAO DA POSSE                            ;RUA;DOIS                                              ;1171;DISTRITO INDUSTRIAL DO JATOBA                     ;B ;BAIRRO                        ;137;0
2020-007628089-001;13/02/2020 10:43;1;BELO HORIZONTE                ;1;300230;TUN;PRESIDENTE TANCREDO NEVES                         ;TUN;DOIS MIL QUATROCENTOS E TRINTA                    ;646;COLEGIO BATISTA                                   ;B ;BAIRRO                        ;0;0
2021-004599594-001;31/12/2020 21:30;1;BELO HORIZONTE                ;1;300231;VDT;OESTE                                             ;NI ;N?O INFORMADO                                     ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-061528677-001;23/12/2020 08:52;1;BELO HORIZONTE                ;1;300231;VDT;OESTE                                             ;NI ;N?O INFORMADO                                     ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-061012538-001;19/12/2020 23:53;1;BELO HORIZONTE                ;1;300231;VDT;OESTE                                             ;NI ;N?O INFORMADO                                     ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-060317677-001;15/12/2020 12:45;1;BELO HORIZONTE                ;1;300231;VDT;OESTE                                             ;NI ;N?O INFORMADO                                     ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-013586962-001;16/03/2020 19:53;1;BELO HORIZONTE                ;2;300231;VDT;OESTE                                             ;NI ;N?O INFORMADO                                     ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-036068402-001;27/07/2020 17:55;1;BELO HORIZONTE                ;1;300231;VDT;OESTE                                             ;NI ;N?O INFORMADO                                     ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-024646752-001;24/05/2020 07:33;1;BELO HORIZONTE                ;1;300231;VDT;OESTE                                             ;NI ;N?O INFORMADO                                     ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-043480465-001;08/09/2020 15:59;1;BELO HORIZONTE                ;1;300231;VDT;OESTE                                             ;NI ;N?O INFORMADO                                     ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-023781252-001;19/05/2020 11:16;1;BELO HORIZONTE                ;1;300231;VDT;OESTE                                             ;NI ;N?O INFORMADO                                     ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
2020-032566540-001;07/07/2020 16:39;1;BELO HORIZONTE                ;1;300231;VDT;OESTE                                             ;NI ;N?O INFORMADO                                     ;636;CARLOS PRATES                                     ;B ;BAIRRO                        ;0;0
