;Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
4201;2020-042250772-001;01/09/2020 13:41;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;372;0
4202;2020-042152342-001;31/08/2020 20:35;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;1133;SAVASSI                                           ;B ;BAIRRO                        ;0;0
4203;2020-032813670-001;08/07/2020 22:17;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;1133;SAVASSI                                           ;B ;BAIRRO                        ;0;0
4204;2020-041570026-001;28/08/2020 11:23;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
4205;2020-041290190-001;26/08/2020 13:30;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;1133;SAVASSI                                           ;B ;BAIRRO                        ;0;0
4206;2020-041257710-001;26/08/2020 17:07;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;797;SERRA                                             ;B ;BAIRRO                        ;0;0
4207;2020-041208395-001;26/08/2020 11:49;1;BELO HORIZONTE                ;2;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;1156;BOA VIAGEM                                        ;B ;BAIRRO                        ;0;0
4208;2020-032450200-001;06/07/2020 23:50;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;1537;0
4209;2020-021348042-001;05/05/2020 12:32;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;657;CRUZEIRO                                          ;B ;BAIRRO                        ;3328;0
4210;2020-048214183-001;05/10/2020 15:36;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;1156;BOA VIAGEM                                        ;B ;BAIRRO                        ;0;0
4211;2020-048142184-001;05/10/2020 08:12;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
4212;2020-047876960-001;03/10/2020 12:33;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
4213;2020-040491463-001;21/08/2020 23:10;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
4214;2020-019788379-001;26/04/2020 05:28;1;BELO HORIZONTE                ;2;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;681;FUNCIONARIOS                                      ;B ;BAIRRO                        ;0;0
4215;2020-040142593-001;13/08/2020 22:30;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
4216;2020-040033122-001;19/08/2020 15:31;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;1156;BOA VIAGEM                                        ;B ;BAIRRO                        ;0;0
4217;2020-019727030-001;25/04/2020 18:32;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;681;FUNCIONARIOS                                      ;B ;BAIRRO                        ;0;0
4218;2020-019662151-001;25/04/2020 10:22;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
4219;2020-019647965-001;25/04/2020 05:22;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;1212;0
4220;2020-019322270-001;23/04/2020 10:42;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
4221;2020-039973404-001;12/06/2020 12:00;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
4222;2020-030231366-001;24/06/2020 07:24;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;681;FUNCIONARIOS                                      ;B ;BAIRRO                        ;0;0
4223;2020-019002085-001;21/04/2020 14:12;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;1133;SAVASSI                                           ;B ;BAIRRO                        ;0;0
4224;2020-018898373-002;20/04/2020 19:30;1;BELO HORIZONTE                ;2;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
4225;2020-046383919-001;24/09/2020 19:09;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;1133;SAVASSI                                           ;B ;BAIRRO                        ;0;0
4226;2020-046287795-001;24/09/2020 10:55;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;342;0
4227;2020-039303583-001;15/08/2020 14:12;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;681;FUNCIONARIOS                                      ;B ;BAIRRO                        ;1785;0
4228;2020-039069556-001;14/08/2020 05:39;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;681;FUNCIONARIOS                                      ;B ;BAIRRO                        ;1707;0
4229;2020-017878529-001;14/04/2020 17:25;1;BELO HORIZONTE                ;2;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
4230;2020-045729890-001;21/09/2020 11:46;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;1133;SAVASSI                                           ;B ;BAIRRO                        ;2600;0
4231;2020-045508731-001;19/09/2020 22:38;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;642;CENTRO                                            ;B ;BAIRRO                        ;1005;0
4232;2020-038555832-001;07/06/2020 11:05;1;BELO HORIZONTE                ;1;1259;AVE;AFONSO PENA                                       ;NI ;N?O INFORMADO                                     ;681;FUNCIONARIOS                                      ;B ;BAIRRO                        ;1901;0
